,Unnamed: 0,player_name,fixture,opponent_team,game_points,venue,team_h_score,team_a_score,gameweek,game_minutes_played,match_goals_scored,game_assists,game_clean_sheets,game_goals_conceded,game_own_goals,game_penalties_saved,game_penalties_missed,game_yellow_cards,game_red_cards,game_saves,game_bonus,game_xG,game_xA,value,selected_by(%),price,bonus_x.1,total_goals_scored,total_assists,clean_sheets_x.1,total_clean_sheets,total_goals_conceded,total_own_goals,total_penalties_saved,total_penalties_missed,total_yellow_cards,total_red_cards,total_bonus,total_starts,total_xG,total_xA,total_points
19519,19519,Salisu,259,Leicester,0,Home,1.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19520,19520,Salisu,267,Man Utd,0,Away,0.0,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19521,19521,Salisu,69,Brentford,0,Home,0.0,2.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19522,19522,Salisu,279,Spurs,1,Home,3.0,3.0,28,82,0,0,0,3,0,0,0,0,0,0,0,0.07,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19523,19523,Salisu,290,West Ham,0,Away,1.0,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19524,19524,Salisu,298,Man City,0,Home,1.0,4.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19525,19525,Salisu,307,Crystal Palace,0,Home,0.0,2.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19526,19526,Salisu,311,Arsenal,0,Away,3.0,3.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19527,19527,Salisu,330,Bournemouth,0,Home,0.0,1.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19528,19528,Salisu,340,Newcastle,0,Away,3.0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,43,0.1,4.3,0,0,1,0,1,41,1,0,0,5,0,2,21,1.4,0.5,33
19529,19529,Lis,8,Spurs,0,Away,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19530,19530,Lis,19,Leeds,0,Home,2.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19531,19531,Lis,26,Leicester,0,Away,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19532,19532,Lis,39,Man Utd,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19533,19533,Lis,50,Chelsea,0,Home,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19534,19534,Lis,60,Wolves,0,Away,1.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19535,19535,Lis,71,Aston Villa,0,Away,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19536,19536,Lis,89,Everton,0,Home,1.0,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19537,19537,Lis,97,Man City,0,Away,4.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19538,19538,Lis,108,West Ham,0,Home,1.0,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19539,19539,Lis,112,Bournemouth,0,Away,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19540,19540,Lis,127,Arsenal,0,Home,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19541,19541,Lis,135,Crystal Palace,0,Away,1.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19542,19542,Lis,147,Newcastle,0,Home,1.0,4.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19543,19543,Lis,154,Liverpool,0,Away,3.0,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19544,19544,Lis,170,Brighton,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19545,19545,Lis,173,Fulham,0,Away,2.0,1.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19546,19546,Lis,190,Nott'm Forest,0,Home,0.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19547,19547,Lis,195,Everton,0,Away,1.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19548,19548,Lis,209,Aston Villa,0,Home,0.0,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19549,19549,Lis,212,Brentford,0,Away,3.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19550,19550,Lis,229,Wolves,0,Home,1.0,2.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19551,19551,Lis,234,Chelsea,0,Away,0.0,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19552,19552,Lis,245,Leeds,0,Away,1.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19553,19553,Lis,259,Leicester,0,Home,1.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19554,19554,Lis,267,Man Utd,0,Away,0.0,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19555,19555,Lis,69,Brentford,0,Home,0.0,2.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19556,19556,Lis,279,Spurs,0,Home,3.0,3.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19557,19557,Lis,290,West Ham,0,Away,1.0,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19558,19558,Lis,298,Man City,0,Home,1.0,4.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19559,19559,Lis,307,Crystal Palace,0,Home,0.0,2.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19560,19560,Lis,311,Arsenal,0,Away,3.0,3.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19561,19561,Lis,330,Bournemouth,0,Home,0.0,1.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19562,19562,Lis,340,Newcastle,0,Away,3.0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19563,19563,Bazunu,8,Spurs,1,Away,4.0,1.0,1,90,0,0,0,4,0,0,0,0,0,5,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19564,19564,Bazunu,19,Leeds,2,Home,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0,3,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19565,19565,Bazunu,26,Leicester,2,Away,1.0,2.0,3,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19566,19566,Bazunu,39,Man Utd,3,Home,0.0,1.0,4,90,0,0,0,1,0,0,0,0,0,3,0,0.0,0.03,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19567,19567,Bazunu,50,Chelsea,3,Home,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,3,0,0.0,0.01,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19568,19568,Bazunu,60,Wolves,2,Away,1.0,0.0,6,90,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19569,19569,Bazunu,71,Aston Villa,2,Away,1.0,0.0,8,90,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19570,19570,Bazunu,89,Everton,2,Home,1.0,2.0,9,90,0,0,0,2,0,0,0,0,0,3,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19571,19571,Bazunu,97,Man City,1,Away,4.0,0.0,10,90,0,0,0,4,0,0,0,0,0,4,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19572,19572,Bazunu,108,West Ham,3,Home,1.0,1.0,11,90,0,0,0,1,0,0,0,0,0,3,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19573,19573,Bazunu,112,Bournemouth,7,Away,0.0,1.0,12,90,0,0,1,0,0,0,0,0,0,3,0,0.0,0.0,45,0.6,4.4,0,0,0,1,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19574,19574,Bazunu,127,Arsenal,2,Home,1.0,1.0,13,90,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19575,19575,Bazunu,135,Crystal Palace,2,Away,1.0,0.0,14,90,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19576,19576,Bazunu,147,Newcastle,0,Home,1.0,4.0,15,90,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19577,19577,Bazunu,154,Liverpool,2,Away,3.0,1.0,16,90,0,0,0,3,0,0,0,0,0,4,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19578,19578,Bazunu,170,Brighton,1,Home,1.0,3.0,17,90,0,0,0,3,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19579,19579,Bazunu,173,Fulham,7,Away,2.0,1.0,18,90,0,0,0,2,0,1,0,0,0,1,1,0.0,0.0,45,0.6,4.4,1,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19580,19580,Bazunu,190,Nott'm Forest,2,Home,0.0,1.0,19,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19581,19581,Bazunu,195,Everton,3,Away,1.0,2.0,20,90,0,0,0,1,0,0,0,0,0,3,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19582,19582,Bazunu,209,Aston Villa,3,Home,0.0,1.0,21,90,0,0,0,1,0,0,0,0,0,4,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19583,19583,Bazunu,212,Brentford,1,Away,3.0,0.0,22,90,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19584,19584,Bazunu,229,Wolves,1,Home,1.0,2.0,23,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19585,19585,Bazunu,234,Chelsea,9,Away,0.0,1.0,24,90,0,0,1,0,0,0,0,0,0,4,2,0.0,0.0,45,0.6,4.4,2,0,0,1,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19586,19586,Bazunu,245,Leeds,3,Away,1.0,0.0,25,90,0,0,0,1,0,0,0,0,0,3,0,0.0,0.01,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19587,19587,Bazunu,259,Leicester,6,Home,1.0,0.0,26,90,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,1,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19588,19588,Bazunu,267,Man Utd,7,Away,0.0,0.0,27,90,0,0,1,0,0,0,0,0,0,4,0,0.0,0.0,45,0.6,4.4,0,0,0,1,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19589,19589,Bazunu,69,Brentford,1,Home,0.0,2.0,27,90,0,0,0,2,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19590,19590,Bazunu,279,Spurs,1,Home,3.0,3.0,28,90,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19591,19591,Bazunu,290,West Ham,2,Away,1.0,0.0,29,90,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19592,19592,Bazunu,298,Man City,1,Home,1.0,4.0,30,90,0,0,0,4,0,0,0,0,0,4,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19593,19593,Bazunu,307,Crystal Palace,1,Home,0.0,2.0,31,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19594,19594,Bazunu,311,Arsenal,1,Away,3.0,3.0,32,90,0,0,0,3,0,0,0,0,0,2,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19595,19595,Bazunu,330,Bournemouth,0,Home,0.0,1.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19596,19596,Bazunu,340,Newcastle,0,Away,3.0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.6,4.4,0,0,0,0,4,56,0,1,0,0,0,3,32,0.0,0.05,84
19597,19597,Bella-Kotchap,8,Spurs,0,Away,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19598,19598,Bella-Kotchap,19,Leeds,1,Home,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0,0,0,0.05,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19599,19599,Bella-Kotchap,26,Leicester,5,Away,1.0,2.0,3,90,0,1,0,1,0,0,0,0,0,0,0,0.22,0.06,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19600,19600,Bella-Kotchap,39,Man Utd,2,Home,0.0,1.0,4,90,0,0,0,1,0,0,0,0,0,0,0,0.24,0.02,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19601,19601,Bella-Kotchap,50,Chelsea,2,Home,2.0,1.0,5,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19602,19602,Bella-Kotchap,60,Wolves,1,Away,1.0,0.0,6,90,0,0,0,1,0,0,0,1,0,0,0,0.04,0.1,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19603,19603,Bella-Kotchap,71,Aston Villa,2,Away,1.0,0.0,8,90,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19604,19604,Bella-Kotchap,89,Everton,1,Home,1.0,2.0,9,90,0,0,0,2,0,0,0,0,0,0,0,0.11,0.01,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19605,19605,Bella-Kotchap,97,Man City,0,Away,4.0,0.0,10,90,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19606,19606,Bella-Kotchap,108,West Ham,1,Home,1.0,1.0,11,41,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19607,19607,Bella-Kotchap,112,Bournemouth,0,Away,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19608,19608,Bella-Kotchap,127,Arsenal,0,Home,1.0,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19609,19609,Bella-Kotchap,135,Crystal Palace,0,Away,1.0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19610,19610,Bella-Kotchap,147,Newcastle,1,Home,1.0,4.0,15,71,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19611,19611,Bella-Kotchap,154,Liverpool,1,Away,3.0,1.0,16,72,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19612,19612,Bella-Kotchap,170,Brighton,0,Home,1.0,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19613,19613,Bella-Kotchap,173,Fulham,1,Away,2.0,1.0,18,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19614,19614,Bella-Kotchap,190,Nott'm Forest,1,Home,0.0,1.0,19,33,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19615,19615,Bella-Kotchap,195,Everton,0,Away,1.0,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19616,19616,Bella-Kotchap,209,Aston Villa,0,Home,0.0,1.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19617,19617,Bella-Kotchap,212,Brentford,0,Away,3.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19618,19618,Bella-Kotchap,229,Wolves,0,Home,1.0,2.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19619,19619,Bella-Kotchap,234,Chelsea,5,Away,0.0,1.0,24,90,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,1,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19620,19620,Bella-Kotchap,245,Leeds,1,Away,1.0,0.0,25,90,0,0,0,1,0,0,0,1,0,0,0,0.12,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19621,19621,Bella-Kotchap,259,Leicester,8,Home,1.0,0.0,26,90,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,45,0.2,4.5,2,0,2,1,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19622,19622,Bella-Kotchap,267,Man Utd,9,Away,0.0,0.0,27,90,0,0,1,0,0,0,0,0,0,0,3,0.0,0.2,45,0.2,4.5,3,0,2,1,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19623,19623,Bella-Kotchap,69,Brentford,1,Home,0.0,2.0,27,90,0,0,0,2,0,0,0,0,0,0,0,0.0,0.02,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19624,19624,Bella-Kotchap,279,Spurs,1,Home,3.0,3.0,28,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19625,19625,Bella-Kotchap,290,West Ham,0,Away,1.0,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19626,19626,Bella-Kotchap,298,Man City,0,Home,1.0,4.0,30,90,0,0,0,4,0,0,0,0,0,0,0,0.14,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19627,19627,Bella-Kotchap,307,Crystal Palace,0,Home,0.0,2.0,31,90,0,0,0,2,0,0,0,1,0,0,0,0.03,0.01,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19628,19628,Bella-Kotchap,311,Arsenal,4,Away,3.0,3.0,32,90,0,1,0,3,0,0,0,0,0,0,0,0.09,0.01,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19629,19629,Bella-Kotchap,330,Bournemouth,0,Home,0.0,1.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19630,19630,Bella-Kotchap,340,Newcastle,1,Away,3.0,1.0,34,90,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,45,0.2,4.5,0,0,2,0,3,37,0,0,0,4,0,5,23,1.05,0.43,49
19631,19631,Caballero,8,Spurs,0,Away,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19632,19632,Caballero,19,Leeds,0,Home,2.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19633,19633,Caballero,26,Leicester,0,Away,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19634,19634,Caballero,39,Man Utd,0,Home,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19635,19635,Caballero,50,Chelsea,0,Home,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19636,19636,Caballero,60,Wolves,0,Away,1.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19637,19637,Caballero,71,Aston Villa,0,Away,1.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19638,19638,Caballero,89,Everton,0,Home,1.0,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19639,19639,Caballero,97,Man City,0,Away,4.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40,0.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
