,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points
20095,3,Maitland-Niles,Midfielder,Bournemouth,Southampton,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20096,4,Maitland-Niles,Midfielder,Fulham,Southampton,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20097,5,Maitland-Niles,Midfielder,Aston Villa,Southampton,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20098,6,Maitland-Niles,Midfielder,Wolves,Southampton,1,Away,1.0,0.0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20099,8,Maitland-Niles,Midfielder,Aston Villa,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20100,9,Maitland-Niles,Midfielder,Everton,Southampton,1,Home,1.0,2.0,66,0,0,0,2,1.46,0,0,0,1,0,0,0,0.0,0.01,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20101,10,Maitland-Niles,Midfielder,Man City,Southampton,0,Away,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20102,11,Maitland-Niles,Midfielder,West Ham,Southampton,2,Home,1.0,1.0,74,0,0,0,1,1.21,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20103,12,Maitland-Niles,Midfielder,Bournemouth,Southampton,2,Away,0.0,1.0,87,0,0,1,0,0.98,0,0,0,1,0,0,0,0.0,0.03,0.0,4.8,0,1,1,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20104,13,Maitland-Niles,Midfielder,Arsenal,Southampton,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20105,14,Maitland-Niles,Midfielder,Crystal Palace,Southampton,1,Away,1.0,0.0,45,0,0,0,0,0.24,0,0,0,0,0,0,0,0.0,0.02,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20106,15,Maitland-Niles,Midfielder,Newcastle,Southampton,2,Home,1.0,4.0,90,0,0,0,4,0.86,0,0,0,0,0,0,0,0.0,0.08,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20107,16,Maitland-Niles,Midfielder,Liverpool,Southampton,1,Away,3.0,1.0,31,0,0,0,0,0.32,0,0,0,0,0,0,0,0.0,0.08,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20108,17,Maitland-Niles,Midfielder,Brighton,Southampton,1,Home,1.0,3.0,36,0,0,0,1,0.26,0,0,0,0,0,0,0,0.0,0.2,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20109,18,Maitland-Niles,Midfielder,Fulham,Southampton,2,Away,2.0,1.0,89,0,0,0,2,0.75,0,0,0,0,0,0,0,0.0,0.03,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20110,19,Maitland-Niles,Midfielder,Nott'm Forest,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20111,20,Maitland-Niles,Midfielder,Everton,Southampton,1,Away,1.0,2.0,5,0,0,0,0,0.12,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20112,21,Maitland-Niles,Midfielder,Aston Villa,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20113,22,Maitland-Niles,Midfielder,Brentford,Southampton,0,Away,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20114,23,Maitland-Niles,Midfielder,Wolves,Southampton,1,Home,1.0,2.0,90,0,0,0,2,0.78,0,0,0,1,0,0,0,0.0,0.05,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20115,24,Maitland-Niles,Midfielder,Chelsea,Southampton,3,Away,0.0,1.0,90,0,0,1,0,1.38,0,0,0,0,0,0,0,0.0,0.01,0.0,4.8,0,1,1,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20116,25,Maitland-Niles,Midfielder,Leeds,Southampton,2,Away,1.0,0.0,90,0,0,0,1,0.86,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20117,26,Maitland-Niles,Midfielder,Leicester,Southampton,3,Home,1.0,0.0,90,0,0,1,0,1.9,0,0,0,0,0,0,0,0.0,0.06,0.0,4.8,0,1,1,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20118,27,Maitland-Niles,Midfielder,Man Utd,Southampton,0,Away,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20119,27,Maitland-Niles,Midfielder,Brentford,Southampton,0,Home,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20120,28,Maitland-Niles,Midfielder,Spurs,Southampton,4,Home,3.0,3.0,56,0,1,0,3,1.33,0,0,0,0,0,0,0,0.02,0.02,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20121,29,Maitland-Niles,Midfielder,West Ham,Southampton,1,Away,1.0,0.0,19,0,0,0,0,0.76,0,0,0,0,0,0,0,0.0,0.01,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20122,30,Maitland-Niles,Midfielder,Man City,Southampton,2,Home,1.0,4.0,90,0,0,0,4,2.64,0,0,0,0,0,0,0,0.0,0.01,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20123,31,Maitland-Niles,Midfielder,Crystal Palace,Southampton,2,Home,0.0,2.0,90,0,0,0,2,0.81,0,0,0,0,0,0,0,0.0,0.03,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20124,32,Maitland-Niles,Midfielder,Arsenal,Southampton,0,Away,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20125,33,Maitland-Niles,Midfielder,Bournemouth,Southampton,1,Home,0.0,1.0,54,0,0,0,1,0.62,0,0,0,0,0,0,0,0.0,0.02,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20126,34,Maitland-Niles,Midfielder,Newcastle,Southampton,1,Away,3.0,1.0,20,0,0,0,2,1.67,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20127,35,Maitland-Niles,Midfielder,Nott'm Forest,Southampton,2,Away,4.0,3.0,90,0,0,0,4,1.81,0,0,0,0,0,0,0,0.0,0.09,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20128,36,Maitland-Niles,Midfielder,Fulham,Southampton,2,Home,0.0,2.0,81,0,0,0,2,1.44,0,0,0,0,0,0,0,0.0,0.01,0.0,4.8,0,1,0,3,31,22.20,0,0,0,0,3,0,0,13,0.02,0.76,38
20129,1,Lavia,Midfielder,Spurs,Southampton,2,Away,4.0,1.0,90,0,0,0,4,1.57,0,0,0,0,0,0,0,0.04,0.03,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20130,2,Lavia,Midfielder,Leeds,Southampton,2,Home,2.0,2.0,90,0,0,0,2,1.93,0,0,0,0,0,0,0,0.0,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20131,3,Lavia,Midfielder,Leicester,Southampton,1,Away,1.0,2.0,90,0,0,0,1,0.29,0,0,0,1,0,0,0,0.04,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20132,4,Lavia,Midfielder,Man Utd,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.4,0,0,0,0,0,0,0,0.03,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20133,5,Lavia,Midfielder,Chelsea,Southampton,6,Home,2.0,1.0,59,1,0,0,1,0.67,0,0,0,0,0,0,0,0.1,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20134,6,Lavia,Midfielder,Wolves,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20135,8,Lavia,Midfielder,Aston Villa,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20136,9,Lavia,Midfielder,Everton,Southampton,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20137,10,Lavia,Midfielder,Man City,Southampton,0,Away,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20138,11,Lavia,Midfielder,West Ham,Southampton,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20139,12,Lavia,Midfielder,Bournemouth,Southampton,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20140,13,Lavia,Midfielder,Arsenal,Southampton,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20141,14,Lavia,Midfielder,Crystal Palace,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20142,15,Lavia,Midfielder,Newcastle,Southampton,0,Home,1.0,4.0,56,0,0,0,4,0.66,0,0,0,1,0,0,0,0.0,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20143,16,Lavia,Midfielder,Liverpool,Southampton,2,Away,3.0,1.0,81,0,0,0,3,1.66,0,0,0,0,0,0,0,0.0,0.12,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20144,17,Lavia,Midfielder,Brighton,Southampton,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20145,18,Lavia,Midfielder,Fulham,Southampton,1,Away,2.0,1.0,1,0,0,0,0,0.79,0,0,0,0,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20146,19,Lavia,Midfielder,Nott'm Forest,Southampton,2,Home,0.0,1.0,63,0,0,0,1,1.28,0,0,0,0,0,0,0,0.0,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20147,20,Lavia,Midfielder,Everton,Southampton,1,Away,1.0,2.0,60,0,0,0,1,0.73,0,0,0,1,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20148,21,Lavia,Midfielder,Aston Villa,Southampton,3,Home,0.0,1.0,60,0,0,1,0,1.02,0,0,0,0,0,0,0,0.01,0.05,0.2,4.5,1,1,1,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20149,22,Lavia,Midfielder,Brentford,Southampton,1,Away,3.0,0.0,64,0,0,0,2,1.56,0,0,0,1,0,0,0,0.0,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20150,23,Lavia,Midfielder,Wolves,Southampton,2,Home,1.0,2.0,88,0,0,0,2,0.78,0,0,0,0,0,0,0,0.0,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20151,24,Lavia,Midfielder,Chelsea,Southampton,2,Away,0.0,1.0,86,0,0,1,0,1.38,0,0,0,1,0,0,0,0.0,0.0,0.2,4.5,1,1,1,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20152,25,Lavia,Midfielder,Leeds,Southampton,1,Away,1.0,0.0,90,0,0,0,1,0.86,0,0,0,1,0,0,0,0.0,0.0,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20153,26,Lavia,Midfielder,Leicester,Southampton,3,Home,1.0,0.0,90,0,0,1,0,1.9,0,0,0,0,0,0,0,0.0,0.02,0.2,4.5,1,1,1,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20154,27,Lavia,Midfielder,Man Utd,Southampton,3,Away,0.0,0.0,90,0,0,1,0,0.84,0,0,0,0,0,0,0,0.05,0.04,0.2,4.5,1,1,1,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20155,27,Lavia,Midfielder,Brentford,Southampton,1,Home,0.0,2.0,32,0,0,0,1,0.56,0,0,0,0,0,0,0,0.0,0.03,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20156,28,Lavia,Midfielder,Spurs,Southampton,2,Home,3.0,3.0,90,0,0,0,3,2.26,0,0,0,0,0,0,0,0.0,0.07,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20157,29,Lavia,Midfielder,West Ham,Southampton,2,Away,1.0,0.0,90,0,0,0,1,1.36,0,0,0,0,0,0,0,0.03,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20158,30,Lavia,Midfielder,Man City,Southampton,2,Home,1.0,4.0,79,0,0,0,4,2.64,0,0,0,0,0,0,0,0.0,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20159,31,Lavia,Midfielder,Crystal Palace,Southampton,1,Home,0.0,2.0,90,0,0,0,2,0.81,0,0,0,1,0,0,0,0.03,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20160,32,Lavia,Midfielder,Arsenal,Southampton,2,Away,3.0,3.0,85,0,0,0,1,2.29,0,0,0,0,0,0,0,0.0,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20161,33,Lavia,Midfielder,Bournemouth,Southampton,2,Home,0.0,1.0,90,0,0,0,1,1.0,0,0,0,0,0,0,0,0.05,0.06,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20162,34,Lavia,Midfielder,Newcastle,Southampton,1,Away,3.0,1.0,90,0,0,0,3,4.47,0,0,0,1,0,0,0,0.0,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20163,35,Lavia,Midfielder,Nott'm Forest,Southampton,5,Away,4.0,3.0,90,0,1,0,4,1.81,0,0,0,0,0,0,0,0.02,0.02,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20164,36,Lavia,Midfielder,Fulham,Southampton,1,Home,0.0,2.0,90,0,0,0,2,1.49,0,0,0,1,0,0,0,0.02,0.01,0.2,4.5,1,1,0,4,45,38.01,0,0,0,0,9,0,0,24,0.42,0.62,53
20165,1,Walcott,Midfielder,Spurs,Southampton,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20166,2,Walcott,Midfielder,Leeds,Southampton,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20167,3,Walcott,Midfielder,Leicester,Southampton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20168,4,Walcott,Midfielder,Man Utd,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20169,5,Walcott,Midfielder,Chelsea,Southampton,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20170,6,Walcott,Midfielder,Wolves,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20171,8,Walcott,Midfielder,Aston Villa,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20172,9,Walcott,Midfielder,Everton,Southampton,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20173,10,Walcott,Midfielder,Man City,Southampton,0,Away,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20174,11,Walcott,Midfielder,West Ham,Southampton,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20175,12,Walcott,Midfielder,Bournemouth,Southampton,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20176,13,Walcott,Midfielder,Arsenal,Southampton,0,Home,1.0,1.0,17,0,0,0,0,0.15,0,0,0,1,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20177,14,Walcott,Midfielder,Crystal Palace,Southampton,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20178,15,Walcott,Midfielder,Newcastle,Southampton,2,Home,1.0,4.0,63,0,0,0,3,0.83,0,0,0,0,0,0,0,0.0,0.01,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20179,16,Walcott,Midfielder,Liverpool,Southampton,1,Away,3.0,1.0,32,0,0,0,0,0.32,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20180,17,Walcott,Midfielder,Brighton,Southampton,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20181,18,Walcott,Midfielder,Fulham,Southampton,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20182,19,Walcott,Midfielder,Nott'm Forest,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20183,20,Walcott,Midfielder,Everton,Southampton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20184,21,Walcott,Midfielder,Aston Villa,Southampton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20185,22,Walcott,Midfielder,Brentford,Southampton,1,Away,3.0,0.0,25,0,0,0,1,0.57,0,0,0,0,0,0,0,0.22,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20186,23,Walcott,Midfielder,Wolves,Southampton,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20187,24,Walcott,Midfielder,Chelsea,Southampton,1,Away,0.0,1.0,31,0,0,0,0,1.04,0,0,0,0,0,0,0,0.0,0.25,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20188,25,Walcott,Midfielder,Leeds,Southampton,1,Away,1.0,0.0,27,0,0,0,1,0.34,0,0,0,0,0,0,0,0.03,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20189,26,Walcott,Midfielder,Leicester,Southampton,3,Home,1.0,0.0,62,0,0,1,0,1.15,0,0,0,0,0,0,0,0.15,0.0,0.0,4.8,2,1,1,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20190,27,Walcott,Midfielder,Man Utd,Southampton,3,Away,0.0,0.0,84,0,0,1,0,0.84,0,0,0,0,0,0,0,0.6,0.02,0.0,4.8,2,1,1,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20191,27,Walcott,Midfielder,Brentford,Southampton,1,Home,0.0,2.0,32,0,0,0,1,0.56,0,0,0,0,0,0,0,0.0,0.04,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20192,28,Walcott,Midfielder,Spurs,Southampton,11,Home,3.0,3.0,90,1,1,0,3,2.26,0,0,0,0,0,0,1,0.22,0.54,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20193,29,Walcott,Midfielder,West Ham,Southampton,2,Away,1.0,0.0,71,0,0,0,1,0.6,0,0,0,0,0,0,0,0.04,0.01,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20194,30,Walcott,Midfielder,Man City,Southampton,2,Home,1.0,4.0,79,0,0,0,4,2.64,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20195,31,Walcott,Midfielder,Crystal Palace,Southampton,2,Home,0.0,2.0,61,0,0,0,1,0.51,0,0,0,0,0,0,0,0.09,0.2,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20196,32,Walcott,Midfielder,Arsenal,Southampton,7,Away,3.0,3.0,76,1,0,0,1,1.88,0,0,0,0,0,0,0,0.53,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20197,33,Walcott,Midfielder,Bournemouth,Southampton,2,Home,0.0,1.0,60,0,0,0,1,0.96,0,0,0,0,0,0,0,0.14,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20198,34,Walcott,Midfielder,Newcastle,Southampton,-1,Away,3.0,1.0,26,0,0,0,2,2.17,1,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20199,35,Walcott,Midfielder,Nott'm Forest,Southampton,2,Away,4.0,3.0,60,0,0,0,3,1.28,0,0,0,0,0,0,0,0.04,0.07,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20200,36,Walcott,Midfielder,Fulham,Southampton,2,Home,0.0,2.0,61,0,0,0,1,1.23,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,2,1,0,2,23,19.33,1,0,0,0,1,0,1,11,2.06,1.14,42
20201,1,McCarthy,Goalkeeper,Spurs,Southampton,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.3,0,0,0,0,10,8.77,0,5,0,0,0,0,0,4,0.00,0.00,5
20202,2,McCarthy,Goalkeeper,Leeds,Southampton,0,Home,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.3,0,0,0,0,10,8.77,0,5,0,0,0,0,0,4,0.00,0.00,5
20203,3,McCarthy,Goalkeeper,Leicester,Southampton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.3,0,0,0,0,10,8.77,0,5,0,0,0,0,0,4,0.00,0.00,5
