,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points,Availability
5084,31,Schade,Midfielder,Wolves,Brentford,2,Away,2.0,0.0,60,0,0,0,1,0.42,0,0,0,0,0,0,0,0.0,0.0,0.0,4.9,0,1,0,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5085,32,Schade,Midfielder,Aston Villa,Brentford,2,Home,1.0,1.0,76,0,0,1,0,0.65,0,0,0,1,0,0,0,0.97,0.03,0.0,4.9,0,1,1,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5086,33,Schade,Midfielder,Chelsea,Brentford,1,Away,0.0,2.0,7,0,0,0,0,0.16,0,0,0,0,0,0,0,0.0,0.0,0.0,4.9,0,1,0,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5087,34,Schade,Midfielder,Nott'm Forest,Brentford,2,Home,2.0,1.0,76,0,0,0,1,0.75,0,0,0,0,0,0,0,0.05,0.1,0.0,4.9,0,1,0,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5088,35,Schade,Midfielder,Liverpool,Brentford,1,Away,1.0,0.0,18,0,0,0,0,0.37,0,0,0,0,0,0,0,0.0,0.0,0.0,4.9,0,1,0,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5089,36,Schade,Midfielder,West Ham,Brentford,3,Home,2.0,0.0,85,0,0,1,0,0.22,0,0,0,0,0,0,0,0.1,0.32,0.0,4.9,0,1,1,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5090,37,Schade,Midfielder,Spurs,Brentford,2,Away,1.0,3.0,77,0,0,0,1,1.02,0,0,0,0,0,0,0,0.0,0.04,0.0,4.9,0,1,0,3,7,7.11,0,0,0,0,2,0,0,7,2.07,0.64,28,a
5091,29,Olakigbe,Midfielder,Brighton,Brentford,0,Away,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5092,29,Olakigbe,Midfielder,Man Utd,Brentford,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5093,30,Olakigbe,Midfielder,Newcastle,Brentford,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5094,31,Olakigbe,Midfielder,Wolves,Brentford,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5095,32,Olakigbe,Midfielder,Aston Villa,Brentford,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5096,33,Olakigbe,Midfielder,Chelsea,Brentford,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5097,34,Olakigbe,Midfielder,Nott'm Forest,Brentford,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5098,35,Olakigbe,Midfielder,Liverpool,Brentford,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5099,36,Olakigbe,Midfielder,West Ham,Brentford,0,Home,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5100,37,Olakigbe,Midfielder,Spurs,Brentford,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,a
5101,1,Lallana,Midfielder,Man Utd,Brighton,2,Away,1.0,2.0,75,0,0,0,1,1.25,0,0,0,0,0,0,0,0.0,0.12,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5102,2,Lallana,Midfielder,Newcastle,Brighton,3,Home,0.0,0.0,64,0,0,1,0,0.15,0,0,0,0,0,0,0,0.27,0.04,0.1,4.8,2,1,1,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5103,3,Lallana,Midfielder,West Ham,Brighton,3,Away,0.0,2.0,62,0,0,1,0,0.35,0,0,0,0,0,0,0,0.0,0.01,0.1,4.8,2,1,1,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5104,4,Lallana,Midfielder,Leeds,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5105,5,Lallana,Midfielder,Fulham,Brighton,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5106,6,Lallana,Midfielder,Leicester,Brighton,0,Home,5.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5107,9,Lallana,Midfielder,Liverpool,Brighton,1,Away,3.0,3.0,14,0,0,0,0,0.16,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5108,10,Lallana,Midfielder,Spurs,Brighton,1,Home,0.0,1.0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.09,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5109,11,Lallana,Midfielder,Brentford,Brighton,1,Away,2.0,0.0,22,0,0,0,0,0.1,0,0,0,0,0,0,0,0.14,0.22,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5110,12,Lallana,Midfielder,Nott'm Forest,Brighton,3,Home,0.0,0.0,63,0,0,1,0,0.03,0,0,0,0,0,0,0,0.06,0.18,0.1,4.8,2,1,1,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5111,13,Lallana,Midfielder,Man City,Brighton,1,Away,3.0,1.0,45,0,0,0,2,1.24,0,0,0,0,0,0,0,0.0,0.01,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5112,14,Lallana,Midfielder,Chelsea,Brighton,2,Home,4.0,1.0,64,0,0,0,1,1.08,0,0,0,0,0,0,0,0.05,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5113,15,Lallana,Midfielder,Wolves,Brighton,13,Away,2.0,3.0,64,1,1,0,2,1.03,0,0,0,0,0,0,3,0.25,0.38,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5114,16,Lallana,Midfielder,Aston Villa,Brighton,1,Home,1.0,2.0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5115,17,Lallana,Midfielder,Southampton,Brighton,9,Away,1.0,3.0,66,1,0,1,0,0.93,0,0,0,0,0,0,1,0.06,0.03,0.1,4.8,2,1,1,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5116,18,Lallana,Midfielder,Arsenal,Brighton,2,Home,2.0,4.0,60,0,0,0,3,2.5,0,0,0,0,0,0,0,0.0,0.05,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5117,19,Lallana,Midfielder,Everton,Brighton,1,Away,1.0,4.0,12,0,0,0,1,0.82,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5118,20,Lallana,Midfielder,Liverpool,Brighton,3,Home,3.0,0.0,65,0,0,1,0,0.89,0,0,0,0,0,0,0,0.05,0.08,0.1,4.8,2,1,1,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5119,21,Lallana,Midfielder,Leicester,Brighton,1,Away,2.0,2.0,29,0,0,0,0,0.06,0,0,0,0,0,0,0,0.0,0.01,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5120,22,Lallana,Midfielder,Bournemouth,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5121,23,Lallana,Midfielder,Crystal Palace,Brighton,0,Away,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5122,24,Lallana,Midfielder,Fulham,Brighton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5123,26,Lallana,Midfielder,West Ham,Brighton,0,Home,4.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5124,27,Lallana,Midfielder,Leeds,Brighton,0,Away,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5125,27,Lallana,Midfielder,Crystal Palace,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5126,29,Lallana,Midfielder,Brentford,Brighton,0,Home,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5127,29,Lallana,Midfielder,Bournemouth,Brighton,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5128,30,Lallana,Midfielder,Spurs,Brighton,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5129,31,Lallana,Midfielder,Chelsea,Brighton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5130,33,Lallana,Midfielder,Nott'm Forest,Brighton,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5131,34,Lallana,Midfielder,Wolves,Brighton,0,Home,6.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5132,34,Lallana,Midfielder,Man Utd,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5133,35,Lallana,Midfielder,Everton,Brighton,0,Home,1.0,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5134,36,Lallana,Midfielder,Arsenal,Brighton,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5135,36,Lallana,Midfielder,Newcastle,Brighton,0,Away,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5136,37,Lallana,Midfielder,Southampton,Brighton,0,Home,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5137,37,Lallana,Midfielder,Man City,Brighton,0,Home,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.1,4.8,2,1,0,5,10,10.59,0,0,0,0,0,0,4,12,0.88,1.22,47,i
5138,1,Steele,Goalkeeper,Man Utd,Brighton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5139,2,Steele,Goalkeeper,Newcastle,Brighton,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5140,3,Steele,Goalkeeper,West Ham,Brighton,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5141,4,Steele,Goalkeeper,Leeds,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5142,5,Steele,Goalkeeper,Fulham,Brighton,0,Away,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5143,6,Steele,Goalkeeper,Leicester,Brighton,0,Home,5.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5144,9,Steele,Goalkeeper,Liverpool,Brighton,0,Away,3.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5145,10,Steele,Goalkeeper,Spurs,Brighton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5146,11,Steele,Goalkeeper,Brentford,Brighton,0,Away,2.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5147,12,Steele,Goalkeeper,Nott'm Forest,Brighton,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5148,13,Steele,Goalkeeper,Man City,Brighton,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5149,14,Steele,Goalkeeper,Chelsea,Brighton,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5150,15,Steele,Goalkeeper,Wolves,Brighton,0,Away,2.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5151,16,Steele,Goalkeeper,Aston Villa,Brighton,0,Home,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5152,17,Steele,Goalkeeper,Southampton,Brighton,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5153,18,Steele,Goalkeeper,Arsenal,Brighton,0,Home,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5154,19,Steele,Goalkeeper,Everton,Brighton,0,Away,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5155,20,Steele,Goalkeeper,Liverpool,Brighton,0,Home,3.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5156,21,Steele,Goalkeeper,Leicester,Brighton,0,Away,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5157,22,Steele,Goalkeeper,Bournemouth,Brighton,0,Home,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5158,23,Steele,Goalkeeper,Crystal Palace,Brighton,0,Away,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5159,24,Steele,Goalkeeper,Fulham,Brighton,0,Home,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5160,26,Steele,Goalkeeper,West Ham,Brighton,6,Home,4.0,0.0,90,0,0,1,0,0.38,0,0,0,0,0,2,0,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5161,27,Steele,Goalkeeper,Leeds,Brighton,1,Away,2.0,2.0,90,0,0,0,2,1.54,0,0,0,0,0,2,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5162,27,Steele,Goalkeeper,Crystal Palace,Brighton,10,Home,1.0,0.0,90,0,0,1,0,1.2,0,0,0,0,0,3,3,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5163,29,Steele,Goalkeeper,Brentford,Brighton,4,Home,3.0,3.0,90,0,1,0,3,1.5,0,0,0,0,0,2,0,0.0,0.15,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5164,29,Steele,Goalkeeper,Bournemouth,Brighton,6,Away,0.0,2.0,90,0,0,1,0,1.92,0,0,0,1,0,3,0,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5165,30,Steele,Goalkeeper,Spurs,Brighton,1,Away,2.0,1.0,90,0,0,0,2,0.83,0,0,0,0,0,1,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5166,31,Steele,Goalkeeper,Chelsea,Brighton,0,Away,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5167,33,Steele,Goalkeeper,Nott'm Forest,Brighton,10,Away,3.0,1.0,90,0,0,0,3,2.48,0,1,0,0,0,3,3,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5168,34,Steele,Goalkeeper,Wolves,Brighton,6,Home,6.0,0.0,90,0,0,1,0,0.7,0,0,0,0,0,2,0,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5169,34,Steele,Goalkeeper,Man Utd,Brighton,9,Home,1.0,0.0,90,0,0,1,0,1.38,0,0,0,0,0,5,2,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5170,35,Steele,Goalkeeper,Everton,Brighton,-2,Home,1.0,5.0,90,0,0,0,5,2.28,1,0,0,0,0,1,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5171,36,Steele,Goalkeeper,Arsenal,Brighton,6,Away,0.0,3.0,90,0,0,1,0,0.84,0,0,0,0,0,2,0,0.0,0.0,5.9,4.0,0,1,1,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5172,36,Steele,Goalkeeper,Newcastle,Brighton,1,Away,4.0,1.0,90,0,0,0,4,3.16,0,0,0,0,0,5,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5173,37,Steele,Goalkeeper,Southampton,Brighton,2,Home,3.0,1.0,90,0,0,0,1,0.65,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5174,37,Steele,Goalkeeper,Man City,Brighton,0,Home,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,5.9,4.0,0,1,0,6,20,18.86,1,31,1,0,1,0,8,13,0.00,0.15,60,a
5175,1,Welbeck,Forward,Man Utd,Brighton,7,Away,1.0,2.0,90,0,1,0,1,1.38,0,0,0,0,0,0,2,0.36,0.44,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5176,2,Welbeck,Forward,Newcastle,Brighton,2,Home,0.0,0.0,90,0,0,1,0,0.22,0,0,0,0,0,0,0,0.09,0.02,2.3,6.5,6,5,1,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5177,3,Welbeck,Forward,West Ham,Brighton,5,Away,0.0,2.0,90,0,1,1,0,0.89,0,0,0,0,0,0,0,0.0,0.03,2.3,6.5,6,5,1,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5178,4,Welbeck,Forward,Leeds,Brighton,2,Home,1.0,0.0,87,0,0,1,0,1.82,0,0,0,0,0,0,0,0.0,0.26,2.3,6.5,6,5,1,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5179,5,Welbeck,Forward,Fulham,Brighton,1,Away,2.0,1.0,27,0,0,0,0,0.17,0,0,0,0,0,0,0,0.25,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5180,6,Welbeck,Forward,Leicester,Brighton,5,Home,5.0,2.0,90,0,1,0,2,1.45,0,0,0,0,0,0,0,0.38,0.03,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5181,9,Welbeck,Forward,Liverpool,Brighton,5,Away,3.0,3.0,90,0,1,0,3,1.47,0,0,0,0,0,0,0,0.5,0.05,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5182,10,Welbeck,Forward,Spurs,Brighton,2,Home,0.0,1.0,90,0,0,0,1,0.79,0,0,0,0,0,0,0,0.14,0.1,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5183,11,Welbeck,Forward,Brentford,Brighton,2,Away,2.0,0.0,90,0,0,0,2,1.47,0,0,0,0,0,0,0,0.48,0.02,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5184,12,Welbeck,Forward,Nott'm Forest,Brighton,2,Home,0.0,0.0,90,0,0,1,0,0.13,0,0,0,0,0,0,0,0.55,0.04,2.3,6.5,6,5,1,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5185,13,Welbeck,Forward,Man City,Brighton,2,Away,3.0,1.0,78,0,0,0,3,1.63,0,0,0,0,0,0,0,0.21,0.04,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5186,14,Welbeck,Forward,Chelsea,Brighton,0,Home,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5187,15,Welbeck,Forward,Wolves,Brighton,1,Away,2.0,3.0,25,0,0,0,0,0.2,0,0,0,0,0,0,0,0.03,0.12,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5188,16,Welbeck,Forward,Aston Villa,Brighton,1,Home,1.0,2.0,58,0,0,0,2,1.45,0,0,0,0,0,0,0,0.0,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5189,17,Welbeck,Forward,Southampton,Brighton,0,Away,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5190,18,Welbeck,Forward,Arsenal,Brighton,0,Home,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
5191,19,Welbeck,Forward,Everton,Brighton,0,Away,1.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,2.3,6.5,6,5,0,6,27,24.75,0,0,0,0,0,0,5,20,8.26,1.62,89,a
