,Gameweek,Player Name,Position,Opponent,Team,Gameweek Points,Venue,Home Team Score,Away Team Score,Minutes Played,Goals Scored,Assists,Clean Sheets,Goals Conceded,xG Conceded,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,xG,xA,Selected By(%),Price,Total Goals Scored,Total Assists,Clean Sheets,Total Clean Sheets,Total Goals Conceded,Total xG Conceded,Total Own Goals,Total Saves,Total Penalties Saved,Total Penalties Missed,Total Yellow Cards,Total Red Cards,Total Bonus,Total Starts,Total xG,Total xA,Total Points,Availability
107,34,Holding,Defender,Chelsea,Arsenal,1,Home,3.0,1.0,5,0,0,0,0,0.29,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21,a
108,35,Holding,Defender,Newcastle,Arsenal,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21,a
109,36,Holding,Defender,Brighton,Arsenal,0,Home,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21,a
110,37,Holding,Defender,Nott'm Forest,Arsenal,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.2,4.2,1,0,0,0,13,11.14,0,0,0,0,0,0,0,6,0.32,0.15,21,a
111,1,Partey,Midfielder,Crystal Palace,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.21,0,0,0,0,0,0,0,0.1,0.02,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
112,2,Partey,Midfielder,Leicester,Arsenal,2,Home,4.0,2.0,90,0,0,0,2,0.46,0,0,0,0,0,0,0,0.39,0.02,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
113,3,Partey,Midfielder,Bournemouth,Arsenal,3,Away,0.0,3.0,90,0,0,1,0,0.28,0,0,0,0,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
114,4,Partey,Midfielder,Fulham,Arsenal,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
115,5,Partey,Midfielder,Aston Villa,Arsenal,0,Home,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
116,6,Partey,Midfielder,Man Utd,Arsenal,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
117,8,Partey,Midfielder,Brentford,Arsenal,3,Away,0.0,3.0,77,0,0,1,0,0.49,0,0,0,0,0,0,0,0.0,0.04,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
118,9,Partey,Midfielder,Spurs,Arsenal,10,Home,3.0,1.0,72,1,0,0,1,1.56,0,0,0,0,0,0,3,0.06,0.07,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
119,10,Partey,Midfielder,Liverpool,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,1.13,0,0,0,0,0,0,0,0.0,0.05,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
120,11,Partey,Midfielder,Leeds,Arsenal,3,Away,0.0,1.0,90,0,0,1,0,1.86,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
121,13,Partey,Midfielder,Southampton,Arsenal,2,Away,1.0,1.0,90,0,0,0,1,0.67,0,0,0,0,0,0,0,0.0,0.07,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
122,14,Partey,Midfielder,Nott'm Forest,Arsenal,9,Home,5.0,0.0,90,1,0,1,0,0.43,0,0,0,0,0,0,1,0.16,0.23,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
123,15,Partey,Midfielder,Chelsea,Arsenal,3,Away,0.0,1.0,90,0,0,1,0,0.29,0,0,0,0,0,0,0,0.34,0.02,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
124,16,Partey,Midfielder,Wolves,Arsenal,2,Away,0.0,2.0,90,0,0,1,0,0.68,0,0,0,1,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
125,17,Partey,Midfielder,West Ham,Arsenal,2,Home,3.0,1.0,90,0,0,0,1,1.07,0,0,0,0,0,0,0,0.05,0.08,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
126,18,Partey,Midfielder,Brighton,Arsenal,1,Away,2.0,4.0,73,0,0,0,1,0.68,0,0,0,1,0,0,0,0.16,0.02,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
127,19,Partey,Midfielder,Newcastle,Arsenal,3,Home,0.0,0.0,90,0,0,1,0,1.08,0,0,0,0,0,0,0,0.07,0.03,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
128,20,Partey,Midfielder,Spurs,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.54,0,0,0,0,0,0,0,0.12,0.05,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
129,21,Partey,Midfielder,Man Utd,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,0.33,0,0,0,0,0,0,0,0.11,0.04,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
130,22,Partey,Midfielder,Everton,Arsenal,1,Away,1.0,0.0,58,0,0,0,0,1.33,0,0,0,0,0,0,0,0.03,0.03,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
131,23,Partey,Midfielder,Brentford,Arsenal,3,Home,1.0,1.0,90,0,0,0,1,2.37,0,0,0,0,0,0,1,0.04,0.14,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
132,23,Partey,Midfielder,Man City,Arsenal,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
133,24,Partey,Midfielder,Aston Villa,Arsenal,0,Away,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
134,25,Partey,Midfielder,Leicester,Arsenal,1,Away,0.0,1.0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
135,25,Partey,Midfielder,Everton,Arsenal,1,Home,4.0,0.0,45,0,0,0,0,0.72,0,0,0,0,0,0,0,0.0,0.41,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
136,26,Partey,Midfielder,Bournemouth,Arsenal,8,Home,3.0,2.0,90,1,0,0,2,1.32,0,0,0,0,0,0,1,0.6,0.11,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
137,27,Partey,Midfielder,Fulham,Arsenal,3,Away,0.0,3.0,90,0,0,1,0,0.84,0,0,0,0,0,0,0,0.0,0.02,0.4,4.7,3,0,1,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
138,28,Partey,Midfielder,Crystal Palace,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.6,0,0,0,0,0,0,0,0.14,0.17,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
139,29,Partey,Midfielder,Leeds,Arsenal,1,Home,4.0,1.0,59,0,0,0,0,0.27,0,0,0,0,0,0,0,0.0,0.01,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
140,30,Partey,Midfielder,Liverpool,Arsenal,2,Away,2.0,2.0,90,0,0,0,2,3.96,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
141,31,Partey,Midfielder,West Ham,Arsenal,1,Away,2.0,2.0,66,0,0,0,2,1.43,0,0,0,1,0,0,0,0.0,0.05,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
142,32,Partey,Midfielder,Southampton,Arsenal,2,Home,3.0,3.0,90,0,0,0,3,1.42,0,0,0,0,0,0,0,0.12,0.22,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
143,33,Partey,Midfielder,Man City,Arsenal,1,Away,4.0,1.0,90,0,0,0,4,2.06,0,0,0,1,0,0,0,0.1,0.03,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
144,34,Partey,Midfielder,Chelsea,Arsenal,1,Home,3.0,1.0,4,0,0,0,0,0.29,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
145,35,Partey,Midfielder,Newcastle,Arsenal,1,Away,0.0,2.0,10,0,0,0,0,0.06,0,0,0,0,0,0,0,0.0,0.0,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
146,36,Partey,Midfielder,Brighton,Arsenal,0,Home,0.0,3.0,30,0,0,0,2,0.82,0,0,0,1,0,0,0,0.0,0.06,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
147,37,Partey,Midfielder,Nott'm Forest,Arsenal,2,Away,1.0,0.0,90,0,0,0,1,0.55,0,0,0,0,0,0,0,0.0,0.1,0.4,4.7,3,0,0,10,28,31.80,0,0,0,0,5,0,6,27,2.59,2.13,83,a
148,1,Ødegaard,Midfielder,Crystal Palace,Arsenal,3,Away,0.0,2.0,90,0,0,1,0,1.21,0,0,0,0,0,0,0,0.09,0.06,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
149,2,Ødegaard,Midfielder,Leicester,Arsenal,2,Home,4.0,2.0,90,0,0,0,2,0.46,0,0,0,0,0,0,0,0.03,0.07,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
150,3,Ødegaard,Midfielder,Bournemouth,Arsenal,16,Away,0.0,3.0,73,2,0,1,0,0.12,0,0,0,0,0,0,3,0.64,0.05,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
151,4,Ødegaard,Midfielder,Fulham,Arsenal,10,Home,2.0,1.0,90,1,0,0,1,0.83,0,0,0,0,0,0,3,0.18,0.46,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
152,5,Ødegaard,Midfielder,Aston Villa,Arsenal,1,Home,2.0,1.0,80,0,0,0,1,0.45,0,0,0,1,0,0,0,0.46,0.22,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
153,6,Ødegaard,Midfielder,Man Utd,Arsenal,2,Away,3.0,1.0,73,0,0,0,2,1.25,0,0,0,0,0,0,0,0.35,0.34,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
154,8,Ødegaard,Midfielder,Brentford,Arsenal,0,Away,0.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
155,9,Ødegaard,Midfielder,Spurs,Arsenal,2,Home,3.0,1.0,79,0,0,0,1,1.57,0,0,0,0,0,0,0,0.11,0.04,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
156,10,Ødegaard,Midfielder,Liverpool,Arsenal,4,Home,3.0,2.0,81,0,1,0,2,1.01,0,0,0,1,0,0,0,0.26,0.47,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
157,11,Ødegaard,Midfielder,Leeds,Arsenal,6,Away,0.0,1.0,72,0,1,1,0,1.69,0,0,0,0,0,0,0,0.16,0.17,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
158,13,Ødegaard,Midfielder,Southampton,Arsenal,2,Away,1.0,1.0,82,0,0,0,1,0.67,0,0,0,0,0,0,0,0.09,0.27,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
159,14,Ødegaard,Midfielder,Nott'm Forest,Arsenal,10,Home,5.0,0.0,90,1,0,1,0,0.43,0,0,0,0,0,0,2,0.17,0.48,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
160,15,Ødegaard,Midfielder,Chelsea,Arsenal,3,Away,0.0,1.0,86,0,0,1,0,0.29,0,0,0,0,0,0,0,0.12,0.28,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
161,16,Ødegaard,Midfielder,Wolves,Arsenal,16,Away,0.0,2.0,90,2,0,1,0,0.68,0,0,0,0,0,0,3,1.48,0.03,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
162,17,Ødegaard,Midfielder,West Ham,Arsenal,11,Home,3.0,1.0,90,0,2,0,1,1.07,0,0,0,0,0,0,3,0.38,0.26,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
163,18,Ødegaard,Midfielder,Brighton,Arsenal,13,Away,2.0,4.0,86,1,1,0,2,1.0,0,0,0,0,0,0,3,0.06,0.77,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
164,19,Ødegaard,Midfielder,Newcastle,Arsenal,2,Home,0.0,0.0,90,0,0,1,0,1.08,0,0,0,1,0,0,0,0.22,0.18,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
165,20,Ødegaard,Midfielder,Spurs,Arsenal,9,Away,0.0,2.0,90,1,0,1,0,1.54,0,0,0,0,0,0,1,0.14,0.14,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
166,21,Ødegaard,Midfielder,Man Utd,Arsenal,5,Home,3.0,2.0,90,0,1,0,2,0.33,0,0,0,0,0,0,0,0.42,0.04,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
167,22,Ødegaard,Midfielder,Everton,Arsenal,2,Away,1.0,0.0,76,0,0,0,1,1.64,0,0,0,0,0,0,0,0.1,0.15,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
168,23,Ødegaard,Midfielder,Brentford,Arsenal,2,Home,1.0,1.0,90,0,0,0,1,2.37,0,0,0,0,0,0,0,0.12,0.18,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
169,23,Ødegaard,Midfielder,Man City,Arsenal,2,Home,1.0,3.0,90,0,0,0,3,1.71,0,0,0,0,0,0,0,0.1,0.11,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
170,24,Ødegaard,Midfielder,Aston Villa,Arsenal,8,Away,2.0,4.0,90,0,1,0,2,0.51,0,0,0,0,0,0,3,0.34,0.6,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
171,25,Ødegaard,Midfielder,Leicester,Arsenal,3,Away,0.0,1.0,83,0,0,1,0,0.02,0,0,0,0,0,0,0,0.15,0.1,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
172,25,Ødegaard,Midfielder,Everton,Arsenal,8,Home,4.0,0.0,90,1,0,1,0,1.36,0,0,0,0,0,0,0,0.4,0.09,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
173,26,Ødegaard,Midfielder,Bournemouth,Arsenal,2,Home,3.0,2.0,90,0,0,0,2,1.32,0,0,0,0,0,0,0,0.56,0.38,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
174,27,Ødegaard,Midfielder,Fulham,Arsenal,7,Away,0.0,3.0,90,1,0,1,0,0.84,0,0,0,1,0,0,0,0.45,0.18,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
175,28,Ødegaard,Midfielder,Crystal Palace,Arsenal,2,Home,4.0,1.0,90,0,0,0,1,0.6,0,0,0,0,0,0,0,0.25,0.3,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
176,29,Ødegaard,Midfielder,Leeds,Arsenal,6,Home,4.0,1.0,84,0,1,0,1,0.78,0,0,0,0,0,0,1,0.0,0.28,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
177,30,Ødegaard,Midfielder,Liverpool,Arsenal,2,Away,2.0,2.0,79,0,0,0,1,2.15,0,0,0,0,0,0,0,0.05,0.01,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
178,31,Ødegaard,Midfielder,West Ham,Arsenal,10,Away,2.0,2.0,89,1,0,0,2,1.75,0,0,0,0,0,0,3,0.57,0.17,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
179,32,Ødegaard,Midfielder,Southampton,Arsenal,7,Home,3.0,3.0,90,1,0,0,3,1.42,0,0,0,0,0,0,0,0.28,0.19,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
180,33,Ødegaard,Midfielder,Man City,Arsenal,2,Away,4.0,1.0,70,0,0,0,3,1.89,0,0,0,0,0,0,0,0.0,0.04,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
181,34,Ødegaard,Midfielder,Chelsea,Arsenal,15,Home,3.0,1.0,90,2,0,0,1,0.74,0,0,0,0,0,0,3,0.39,0.12,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
182,35,Ødegaard,Midfielder,Newcastle,Arsenal,10,Away,0.0,2.0,79,1,0,1,0,1.24,0,0,0,0,0,0,2,0.5,0.17,31.5,6.8,15,8,1,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
183,36,Ødegaard,Midfielder,Brighton,Arsenal,2,Home,0.0,3.0,76,0,0,0,1,1.08,0,0,0,0,0,0,0,0.06,0.07,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
184,37,Ødegaard,Midfielder,Nott'm Forest,Arsenal,2,Away,1.0,0.0,90,0,0,0,1,0.55,0,0,0,0,0,0,0,0.03,0.11,31.5,6.8,15,8,0,12,38,37.65,0,0,0,0,4,0,30,36,9.71,7.58,209,a
185,1,Tierney,Defender,Crystal Palace,Arsenal,1,Away,0.0,2.0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
186,2,Tierney,Defender,Leicester,Arsenal,1,Home,4.0,2.0,13,0,0,0,0,0.16,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
187,3,Tierney,Defender,Bournemouth,Arsenal,1,Away,0.0,3.0,2,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
188,4,Tierney,Defender,Fulham,Arsenal,2,Home,2.0,1.0,60,0,0,0,1,0.51,0,0,0,0,0,0,0,0.02,0.01,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
189,5,Tierney,Defender,Aston Villa,Arsenal,2,Home,2.0,1.0,90,0,0,0,1,0.45,0,0,0,0,0,0,0,0.2,0.04,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
190,6,Tierney,Defender,Man Utd,Arsenal,0,Away,3.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
191,8,Tierney,Defender,Brentford,Arsenal,6,Away,0.0,3.0,90,0,0,1,0,0.53,0,0,0,0,0,0,0,0.02,0.13,0.8,4.6,0,1,1,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
192,9,Tierney,Defender,Spurs,Arsenal,1,Home,3.0,1.0,17,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0.03,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
193,10,Tierney,Defender,Liverpool,Arsenal,1,Home,3.0,2.0,8,0,0,0,0,0.12,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
194,11,Tierney,Defender,Leeds,Arsenal,1,Away,0.0,1.0,14,0,0,0,0,0.17,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
195,13,Tierney,Defender,Southampton,Arsenal,1,Away,1.0,1.0,18,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
196,14,Tierney,Defender,Nott'm Forest,Arsenal,1,Home,5.0,0.0,14,0,0,0,0,0.04,0,0,0,0,0,0,0,0.0,0.01,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
197,15,Tierney,Defender,Chelsea,Arsenal,1,Away,0.0,1.0,12,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
198,16,Tierney,Defender,Wolves,Arsenal,0,Away,0.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
199,17,Tierney,Defender,West Ham,Arsenal,2,Home,3.0,1.0,72,0,0,0,1,0.97,0,0,0,0,0,0,0,0.0,0.04,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
200,18,Tierney,Defender,Brighton,Arsenal,0,Away,2.0,4.0,30,0,0,0,2,0.78,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
201,19,Tierney,Defender,Newcastle,Arsenal,0,Home,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
202,20,Tierney,Defender,Spurs,Arsenal,1,Away,0.0,2.0,11,0,0,0,0,0.35,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
203,21,Tierney,Defender,Man Utd,Arsenal,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
204,22,Tierney,Defender,Everton,Arsenal,0,Away,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
205,23,Tierney,Defender,Brentford,Arsenal,0,Home,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
206,23,Tierney,Defender,Man City,Arsenal,0,Home,1.0,3.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
207,24,Tierney,Defender,Aston Villa,Arsenal,1,Away,2.0,4.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
208,25,Tierney,Defender,Leicester,Arsenal,0,Away,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
209,25,Tierney,Defender,Everton,Arsenal,1,Home,4.0,0.0,8,0,0,0,0,0.62,0,0,0,0,0,0,0,0.0,0.02,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
210,26,Tierney,Defender,Bournemouth,Arsenal,0,Home,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
211,27,Tierney,Defender,Fulham,Arsenal,1,Away,0.0,3.0,18,0,0,0,0,0.21,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
212,28,Tierney,Defender,Crystal Palace,Arsenal,4,Home,4.0,1.0,25,0,1,0,0,0.34,0,0,0,0,0,0,0,0.0,0.07,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
213,29,Tierney,Defender,Leeds,Arsenal,1,Home,4.0,1.0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
214,30,Tierney,Defender,Liverpool,Arsenal,1,Away,2.0,2.0,2,0,0,0,0,1.17,0,0,0,0,0,0,0,0.04,0.0,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
215,31,Tierney,Defender,West Ham,Arsenal,1,Away,2.0,2.0,84,0,0,0,2,1.75,0,0,0,0,0,0,0,0.0,0.03,0.8,4.6,0,1,0,1,10,10.74,0,0,0,0,0,0,0,6,0.38,0.42,36,a
